names,scores,logfoldchanges,pvals,pvals_adj
LINC02298,24.410934,4.1929536,1.3090365875493557e-131,8.194250782202749e-131
LINC01284,24.313702,4.9775157,1.4042594431488406e-130,8.753918057832593e-130
ADCY3,24.221128,1.9016141,1.3327216736137343e-129,8.273698511825366e-129
CNNM4,24.066536,1.5362198,5.603944738711408e-128,3.4483644857580134e-127
SIPA1L2,23.99937,2.0890856,2.823126283131556e-127,1.731210752376004e-126
ZNF814,23.931393,1.5982926,1.4437357567977308e-126,8.809174084508262e-126
TUT1,23.891308,1.6271391,3.7711301330652283e-126,2.2952869189368706e-125
SIAH2-AS1,23.887768,1.9884971,4.104594518405428e-126,2.497472187069571e-125
NECTIN3,23.704594,1.7419349,3.2330765825229837e-124,1.9460117676656333e-123
SLC16A4,23.65969,2.026486,9.381241076561244e-124,5.63104679098621e-123
POC1B-AS1,23.529943,1.61211,2.0145525607194498e-122,1.1974715828723631e-121
SRRD,23.529585,1.5713706,2.0316668851558814e-122,1.2072777895150406e-121
USP12-AS1,23.522072,2.4739072,2.4251996783345934e-122,1.4398151488365087e-121
RNF215,23.332008,2.0853345,2.0990230106378638e-120,1.2271790341249393e-119
