names,scores,logfoldchanges,pvals,pvals_adj
CLDN18,-0.025673803,-1.7604806,0.9795175190709278,1.0
LINC02338,-0.025673803,-1.7983742,0.9795175190709278,1.0
DLL4,-0.025674345,-1.8723063,0.9795170872600981,1.0
KIF25,-0.025674345,-1.980458,0.9795170872600981,1.0
CT55,-0.025674885,-1.9567782,0.9795166554492745,1.0
LINC02209,-0.025674885,-1.9056015,0.9795166554492745,1.0
LINC01979,-0.025675427,-2.0311747,0.9795162236384569,1.0
DPYS,-0.025675427,-2.5567017,0.9795162236384569,1.0
LINC00376,-0.02567597,-2.1110692,0.9795157918276453,1.0
LINC01055,-0.02567597,-2.1990907,0.9795157918276453,1.0
HTR3E-AS1,-0.02567597,-2.091087,0.9795157918276453,1.0
HEY1,-0.02567597,-2.1180575,0.9795157918276453,1.0
SLC2A10,-0.02567651,-4.0811534,0.9795153600168396,1.0
